event_name,overlap_pct,beta_center,lambda_center,erass_number,observation_time_center_utc,time_relative_to_gw_detection,observation_time_window
GW190926_050336,37.0345,-50.719686,165.643474,eRASS1,2020-06-11 00:26:11.213,+258d 19h 22m 35.2s,359.9986634338963d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 00:22:11.864,+235d 2h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 04:22:11.864,+235d 6h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 08:22:11.864,+235d 10h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 12:22:11.864,+235d 14h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 16:22:11.864,+235d 18h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-13 20:22:11.864,+235d 22h 43m 15.9s,151.52771424733226d
GW190421_213856,34.8056,-56.703403,234.756836,eRASS1,2019-12-14 00:22:11.864,+236d 2h 43m 15.9s,151.52771424733226d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 00:39:07.193,+273d 13h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 04:39:07.193,+273d 17h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 08:39:07.193,+273d 21h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 12:39:07.193,+274d 1h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 16:39:07.193,+274d 5h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-10 20:39:07.193,+274d 9h 11m 0.2s,270.85852158484937d
GW190910_112807,31.8990,-31.320180,97.444798,eRASS1,2020-06-11 00:39:07.193,+274d 13h 11m 0.2s,270.85852158484937d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 00:15:04.986,+254d 22h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 04:15:04.986,+255d 2h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 08:15:04.986,+255d 6h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 12:15:04.986,+255d 10h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 16:15:04.986,+255d 14h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-10 20:15:04.986,+255d 18h 53m 16.0s,359.9990666054025d
GW190929_012149,31.6406,-67.375360,158.121545,eRASS1,2020-06-11 00:15:04.986,+255d 22h 53m 16.0s,359.9990666054025d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 01:32:16.995,+262d 19h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 05:32:16.995,+262d 23h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 09:32:16.995,+263d 3h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 13:32:16.995,+263d 7h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 17:32:16.995,+263d 11h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-15 21:32:16.995,+263d 15h 28m 44.0s,210.41960025521405d
GW190727_060333,29.8716,48.424884,24.802236,eRASS1,2020-04-16 01:32:16.995,+263d 19h 28m 44.0s,210.41960025521405d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 00:30:56.461,-80d 1h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 04:30:56.461,-79d 21h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 08:30:56.461,-79d 17h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 12:30:56.461,-79d 13h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 16:30:56.461,-79d 9h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-13 20:30:56.461,-79d 5h 27m 14.5s,289.46867837423906d
GW200302_015811,28.3456,-43.588466,210.503881,eRASS1,2019-12-14 00:30:56.461,-79d 1h 27m 14.5s,289.46867837423906d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 00:34:13.899,+134d 10h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 04:34:13.899,+134d 14h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 08:34:13.899,+134d 18h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 12:34:13.899,+134d 22h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 16:34:13.899,+135d 2h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-13 20:34:13.899,+135d 6h 24m 37.9s,359.99535121462924d
GW190731_140936,28.0313,-38.652530,212.918005,eRASS1,2019-12-14 00:34:13.899,+135d 10h 24m 37.9s,359.99535121462924d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 00:27:48.953,+106d 17h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 04:27:48.953,+106d 21h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 08:27:48.953,+107d 1h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 12:27:48.953,+107d 5h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 16:27:48.953,+107d 9h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-13 20:27:48.953,+107d 13h 53m 44.0s,359.99436035587286d
GW190828_063405,27.7059,-48.276187,195.857058,eRASS1,2019-12-14 00:27:48.953,+107d 17h 53m 44.0s,359.99436035587286d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 00:24:16.731,-86d 17h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 04:24:16.731,-86d 13h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 08:24:16.731,-86d 9h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 12:24:16.731,-86d 5h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 16:24:16.731,-86d 1h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-13 20:24:16.731,-85d 21h 11m 52.3s,359.99963019455555d
GW200308_173609,23.0092,-53.581720,170.570697,eRASS1,2019-12-14 00:24:16.731,-85d 17h 11m 52.3s,359.99963019455555d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 00:43:41.794,+158d 15h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 04:43:41.794,+158d 19h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 08:43:41.794,+158d 23h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 12:43:41.794,+159d 3h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 16:43:41.794,+159d 7h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-13 20:43:41.794,+159d 11h 10m 15.8s,359.9974395141077d
GW190707_093326,21.8647,-24.455155,250.091163,eRASS1,2019-12-14 00:43:41.794,+159d 15h 10m 15.8s,359.9974395141077d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 00:53:05.335,+410d 5h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 04:53:05.335,+410d 9h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 08:53:05.335,+410d 13h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 12:53:05.335,+410d 17h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 16:53:05.335,+410d 21h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-10 20:53:05.335,+411d 1h 46m 23.3s,231.8505823583132d
GW190426_190642,20.1650,-10.366616,82.293259,eRASS1,2020-06-11 00:53:05.335,+411d 5h 46m 23.3s,231.8505823583132d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 01:26:52.029,+1021d 12h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 05:26:52.029,+1021d 16h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 09:26:52.029,+1021d 20h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 13:26:52.029,+1022d 0h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 17:26:52.029,+1022d 4h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-10 21:26:52.029,+1022d 8h 12m 53.5s,235.03383661982838d
GW170823,18.8913,40.300713,86.937013,eRASS1,2020-06-11 01:26:52.029,+1022d 12h 12m 53.5s,235.03383661982838d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 01:21:00.676,+1702d 15h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 05:21:00.676,+1702d 19h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 09:21:00.676,+1702d 23h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 13:21:00.676,+1703d 3h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 17:21:00.676,+1703d 7h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-10 21:21:00.676,+1703d 11h 26m 18.3s,234.81799608513978d
GW151012,17.2933,31.516890,84.038179,eRASS1,2020-06-11 01:21:00.676,+1703d 15h 26m 18.3s,234.81799608513978d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 00:25:20.336,-69d 5h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 04:25:20.336,-69d 1h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 08:25:20.336,-68d 21h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 12:25:20.336,-68d 17h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 16:25:20.336,-68d 13h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-13 20:25:20.336,-68d 9h 54m 7.7s,145.61991353516677d
GW200220_061928,16.2087,-51.991588,187.897496,eRASS1,2019-12-14 00:25:20.336,-68d 5h 54m 7.7s,145.61991353516677d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 00:18:49.974,+188d 7h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 04:18:49.974,+188d 11h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 08:18:49.974,+188d 15h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 12:18:49.974,+188d 19h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 16:18:49.974,+188d 23h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-10 20:18:49.974,+189d 3h 3m 24.0s,119.25724070164489d
GW191204_171526,15.5176,-61.750651,135.813303,eRASS1,2020-06-11 00:18:49.974,+189d 7h 3m 24.0s,119.25724070164489d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 01:12:03.460,+209d 17h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 05:12:03.460,+209d 21h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 09:12:03.460,+210d 1h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 13:12:03.460,+210d 5h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 17:12:03.460,+210d 9h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-10 21:12:03.460,+210d 13h 54m 10.5s,244.6323969949799d
GW191113_071753,15.0783,18.086498,83.032813,eRASS1,2020-06-11 01:12:03.460,+210d 17h 54m 10.5s,244.6323969949799d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 01:02:50.722,+33d 23h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 05:02:50.722,+34d 3h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 09:02:50.722,+34d 7h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 13:02:50.722,+34d 11h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 17:02:50.722,+34d 15h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-13 21:02:50.722,+34d 19h 55m 33.7s,359.98964144896576d
GW191109_010717,15.0395,4.268055,254.404485,eRASS1,2019-12-14 01:02:50.722,+34d 23h 55m 33.7s,359.98964144896576d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 01:18:32.688,+170d 21h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 05:18:32.688,+171d 1h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 09:18:32.688,+171d 5h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 13:18:32.688,+171d 9h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 17:18:32.688,+171d 13h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-10 21:18:32.688,+171d 17h 42m 55.7s,238.28254641855d
GW191222_033537,14.2181,27.817203,89.811200,eRASS1,2020-06-11 01:18:32.688,+171d 21h 42m 55.7s,238.28254641855d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 00:49:14.134,+373d 6h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 04:49:14.134,+373d 10h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 08:49:14.134,+373d 14h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 12:49:14.134,+373d 18h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 16:49:14.134,+373d 22h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-10 20:49:14.134,+374d 2h 49m 47.1s,30.53080644748725d
GW190602_175927,13.4967,-16.146638,93.315230,eRASS1,2020-06-11 00:49:14.134,+374d 6h 49m 47.1s,30.53080644748725d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 00:42:57.918,+79d 15h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 04:42:57.918,+79d 19h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 08:42:57.918,+79d 23h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 12:42:57.918,+80d 3h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 16:42:57.918,+80d 7h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-10 20:42:57.918,+80d 11h 31m 24.9s,359.99963019455555d
GW200322_091133,13.3081,-25.552059,113.408188,eRASS1,2020-06-11 00:42:57.918,+80d 15h 31m 24.9s,359.99963019455555d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 01:10:10.343,+105d 19h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 05:10:10.343,+105d 23h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 09:10:10.343,+106d 3h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 13:10:10.343,+106d 7h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 17:10:10.343,+106d 11h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-10 21:10:10.343,+106d 15h 5m 49.3s,57.22745176090586d
GW200225_060421,12.6652,15.258565,100.743396,eRASS1,2020-06-11 01:10:10.343,+106d 19h 5m 49.3s,57.22745176090586d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 01:26:53.985,+224d 17h 42m 55.0s,103.14520463853415d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 05:26:53.985,+224d 21h 42m 55.0s,103.14520463853415d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 09:26:53.985,+225d 1h 42m 55.0s,103.14520463853415d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 13:26:53.985,+225d 5h 42m 55.0s,103.14520463853415d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 17:26:53.985,+225d 9h 42m 55.0s,103.14520463853415d
GW190521_074359,12.0446,40.349615,280.088530,eRASS1,2020-01-01 21:26:53.985,+225d 13h 42m 55.0s,103.14520463853415d
