event_name,overlap_pct,ra_deg,dec_deg
GW230811_032116,31.0417,68.422852,34.590575
GW230811_032116,31.0417,67.236328,34.545276
GW230811_032116,31.0417,67.324219,34.545276
GW230811_032116,31.0417,67.412109,34.545276
GW230811_032116,31.0417,67.500000,34.545276
GW230811_032116,31.0417,67.587891,34.545276
GW230811_032116,31.0417,67.675781,34.545276
GW230811_032116,31.0417,67.763672,34.545276
GW230811_032116,31.0417,67.851562,34.545276
GW230811_032116,31.0417,67.939453,34.545276
GW230811_032116,31.0417,68.027344,34.545276
GW230811_032116,31.0417,68.115234,34.545276
GW230811_032116,31.0417,68.203125,34.545276
GW230811_032116,31.0417,68.291016,34.545276
GW230811_032116,31.0417,68.378906,34.545276
GW230811_032116,31.0417,68.466797,34.545276
GW230811_032116,31.0417,67.280273,34.500001
GW230811_032116,31.0417,67.368164,34.500001
GW230811_032116,31.0417,67.456055,34.500001
GW230811_032116,31.0417,67.543945,34.500001
GW230811_032116,31.0417,67.631836,34.500001
GW230811_032116,31.0417,67.719727,34.500001
GW230811_032116,31.0417,67.807617,34.500001
GW230811_032116,31.0417,67.895508,34.500001
GW230811_032116,31.0417,67.983398,34.500001
GW230811_032116,31.0417,68.071289,34.500001
GW230811_032116,31.0417,68.159180,34.500001
GW230811_032116,31.0417,68.247070,34.500001
GW230811_032116,31.0417,68.334961,34.500001
GW230811_032116,31.0417,68.422852,34.500001
GW230811_032116,31.0417,68.510742,34.500001
GW230811_032116,31.0417,68.598633,34.500001
GW230811_032116,31.0417,67.324219,34.454751
GW230811_032116,31.0417,67.412109,34.454751
GW230811_032116,31.0417,67.500000,34.454751
GW230811_032116,31.0417,67.587891,34.454751
GW230811_032116,31.0417,67.675781,34.454751
GW230811_032116,31.0417,67.763672,34.454751
GW230811_032116,31.0417,67.851562,34.454751
GW230811_032116,31.0417,67.939453,34.454751
GW230811_032116,31.0417,68.027344,34.454751
GW230811_032116,31.0417,68.115234,34.454751
GW230811_032116,31.0417,68.203125,34.454751
GW230811_032116,31.0417,68.291016,34.454751
GW230811_032116,31.0417,68.378906,34.454751
GW230811_032116,31.0417,68.466797,34.454751
GW230811_032116,31.0417,68.554688,34.454751
GW230811_032116,31.0417,68.642578,34.454751
GW230811_032116,31.0417,67.368164,34.409525
GW230811_032116,31.0417,67.456055,34.409525
GW230811_032116,31.0417,67.543945,34.409525
GW230811_032116,31.0417,67.631836,34.409525
GW230811_032116,31.0417,67.719727,34.409525
GW230811_032116,31.0417,67.807617,34.409525
GW230811_032116,31.0417,67.895508,34.409525
GW230811_032116,31.0417,67.983398,34.409525
GW230811_032116,31.0417,68.071289,34.409525
GW230811_032116,31.0417,68.159180,34.409525
GW230811_032116,31.0417,68.247070,34.409525
GW230811_032116,31.0417,68.334961,34.409525
GW230811_032116,31.0417,68.422852,34.409525
GW230811_032116,31.0417,68.510742,34.409525
GW230811_032116,31.0417,68.598633,34.409525
GW230811_032116,31.0417,68.686523,34.409525
GW230811_032116,31.0417,68.774414,34.409525
GW230811_032116,31.0417,68.862305,34.409525
GW230811_032116,31.0417,67.412109,34.364324
GW230811_032116,31.0417,67.500000,34.364324
GW230811_032116,31.0417,67.587891,34.364324
GW230811_032116,31.0417,67.675781,34.364324
GW230811_032116,31.0417,67.763672,34.364324
GW230811_032116,31.0417,67.851562,34.364324
GW230811_032116,31.0417,67.939453,34.364324
GW230811_032116,31.0417,68.027344,34.364324
GW230811_032116,31.0417,68.115234,34.364324
GW230811_032116,31.0417,68.203125,34.364324
GW230811_032116,31.0417,68.291016,34.364324
GW230811_032116,31.0417,68.378906,34.364324
GW230811_032116,31.0417,68.466797,34.364324
GW230811_032116,31.0417,68.554688,34.364324
GW230811_032116,31.0417,68.642578,34.364324
GW230811_032116,31.0417,68.730469,34.364324
GW230811_032116,31.0417,68.818359,34.364324
GW230811_032116,31.0417,68.906250,34.364324
GW230811_032116,31.0417,67.456055,34.319147
GW230811_032116,31.0417,67.543945,34.319147
GW230811_032116,31.0417,67.631836,34.319147
GW230811_032116,31.0417,67.719727,34.319147
GW230811_032116,31.0417,67.807617,34.319147
GW230811_032116,31.0417,67.895508,34.319147
GW230811_032116,31.0417,67.983398,34.319147
GW230811_032116,31.0417,68.071289,34.319147
GW230811_032116,31.0417,68.159180,34.319147
GW230811_032116,31.0417,68.247070,34.319147
GW230811_032116,31.0417,68.334961,34.319147
GW230811_032116,31.0417,68.422852,34.319147
GW230811_032116,31.0417,68.510742,34.319147
GW230811_032116,31.0417,68.598633,34.319147
GW230811_032116,31.0417,68.686523,34.319147
GW230811_032116,31.0417,68.774414,34.319147
GW230811_032116,31.0417,68.862305,34.319147
GW230811_032116,31.0417,68.950195,34.319147
GW230811_032116,31.0417,69.038086,34.319147
GW230811_032116,31.0417,67.500000,34.273995
GW230811_032116,31.0417,67.587891,34.273995
GW230811_032116,31.0417,67.675781,34.273995
GW230811_032116,31.0417,67.763672,34.273995
GW230811_032116,31.0417,67.851562,34.273995
GW230811_032116,31.0417,67.939453,34.273995
GW230811_032116,31.0417,68.027344,34.273995
GW230811_032116,31.0417,68.115234,34.273995
GW230811_032116,31.0417,68.203125,34.273995
GW230811_032116,31.0417,68.291016,34.273995
GW230811_032116,31.0417,68.378906,34.273995
GW230811_032116,31.0417,68.466797,34.273995
GW230811_032116,31.0417,68.554688,34.273995
GW230811_032116,31.0417,68.642578,34.273995
GW230811_032116,31.0417,68.730469,34.273995
GW230811_032116,31.0417,68.818359,34.273995
GW230811_032116,31.0417,68.906250,34.273995
GW230811_032116,31.0417,68.994141,34.273995
GW230811_032116,31.0417,69.082031,34.273995
GW230811_032116,31.0417,67.543945,34.228866
GW230811_032116,31.0417,67.631836,34.228866
GW230811_032116,31.0417,67.719727,34.228866
GW230811_032116,31.0417,67.807617,34.228866
GW230811_032116,31.0417,67.895508,34.228866
GW230811_032116,31.0417,67.983398,34.228866
GW230811_032116,31.0417,68.071289,34.228866
GW230811_032116,31.0417,68.159180,34.228866
GW230811_032116,31.0417,68.247070,34.228866
GW230811_032116,31.0417,68.334961,34.228866
GW230811_032116,31.0417,68.422852,34.228866
GW230811_032116,31.0417,68.510742,34.228866
GW230811_032116,31.0417,68.598633,34.228866
GW230811_032116,31.0417,68.686523,34.228866
GW230811_032116,31.0417,68.774414,34.228866
GW230811_032116,31.0417,68.862305,34.228866
GW230811_032116,31.0417,68.950195,34.228866
GW230811_032116,31.0417,69.038086,34.228866
GW230811_032116,31.0417,69.125977,34.228866
GW230811_032116,31.0417,67.587891,34.183762
GW230811_032116,31.0417,67.675781,34.183762
GW230811_032116,31.0417,67.763672,34.183762
GW230811_032116,31.0417,67.851562,34.183762
GW230811_032116,31.0417,67.939453,34.183762
GW230811_032116,31.0417,68.027344,34.183762
GW230811_032116,31.0417,68.115234,34.183762
GW230811_032116,31.0417,68.203125,34.183762
GW230811_032116,31.0417,68.291016,34.183762
GW230811_032116,31.0417,68.378906,34.183762
GW230811_032116,31.0417,68.466797,34.183762
GW230811_032116,31.0417,68.554688,34.183762
GW230811_032116,31.0417,68.642578,34.183762
GW230811_032116,31.0417,68.730469,34.183762
GW230811_032116,31.0417,68.818359,34.183762
GW230811_032116,31.0417,68.906250,34.183762
GW230811_032116,31.0417,68.994141,34.183762
GW230811_032116,31.0417,69.082031,34.183762
GW230811_032116,31.0417,69.169922,34.183762
GW230811_032116,31.0417,67.631836,34.138682
GW230811_032116,31.0417,67.719727,34.138682
GW230811_032116,31.0417,67.807617,34.138682
GW230811_032116,31.0417,67.895508,34.138682
GW230811_032116,31.0417,67.983398,34.138682
GW230811_032116,31.0417,68.071289,34.138682
GW230811_032116,31.0417,68.159180,34.138682
GW230811_032116,31.0417,68.247070,34.138682
GW230811_032116,31.0417,68.334961,34.138682
GW230811_032116,31.0417,68.422852,34.138682
GW230811_032116,31.0417,68.510742,34.138682
GW230811_032116,31.0417,68.598633,34.138682
GW230811_032116,31.0417,68.686523,34.138682
GW230811_032116,31.0417,68.774414,34.138682
GW230811_032116,31.0417,68.862305,34.138682
GW230811_032116,31.0417,68.950195,34.138682
GW230811_032116,31.0417,69.038086,34.138682
GW230811_032116,31.0417,69.125977,34.138682
GW230811_032116,31.0417,69.213867,34.138682
GW230811_032116,31.0417,69.301758,34.138682
GW230811_032116,31.0417,67.675781,34.093626
GW230811_032116,31.0417,67.763672,34.093626
GW230811_032116,31.0417,67.851562,34.093626
GW230811_032116,31.0417,67.939453,34.093626
GW230811_032116,31.0417,68.027344,34.093626
GW230811_032116,31.0417,68.115234,34.093626
GW230811_032116,31.0417,68.203125,34.093626
GW230811_032116,31.0417,68.291016,34.093626
GW230811_032116,31.0417,68.378906,34.093626
GW230811_032116,31.0417,68.466797,34.093626
GW230811_032116,31.0417,68.554688,34.093626
GW230811_032116,31.0417,68.642578,34.093626
GW230811_032116,31.0417,68.730469,34.093626
GW230811_032116,31.0417,68.818359,34.093626
GW230811_032116,31.0417,68.906250,34.093626
GW230811_032116,31.0417,68.994141,34.093626
GW230811_032116,31.0417,69.082031,34.093626
GW230811_032116,31.0417,69.169922,34.093626
GW230811_032116,31.0417,69.257812,34.093626
GW230811_032116,31.0417,69.345703,34.093626
GW230811_032116,31.0417,67.719727,34.048594
GW230811_032116,31.0417,67.807617,34.048594
GW230811_032116,31.0417,67.895508,34.048594
GW230811_032116,31.0417,67.983398,34.048594
GW230811_032116,31.0417,68.071289,34.048594
GW230811_032116,31.0417,68.159180,34.048594
GW230811_032116,31.0417,68.247070,34.048594
GW230811_032116,31.0417,68.334961,34.048594
GW230811_032116,31.0417,68.422852,34.048594
GW230811_032116,31.0417,68.510742,34.048594
GW230811_032116,31.0417,68.598633,34.048594
GW230811_032116,31.0417,68.686523,34.048594
GW230811_032116,31.0417,68.774414,34.048594
GW230811_032116,31.0417,68.862305,34.048594
GW230811_032116,31.0417,68.950195,34.048594
GW230811_032116,31.0417,69.038086,34.048594
GW230811_032116,31.0417,69.125977,34.048594
GW230811_032116,31.0417,69.213867,34.048594
GW230811_032116,31.0417,69.301758,34.048594
GW230811_032116,31.0417,67.763672,34.003586
GW230811_032116,31.0417,67.851562,34.003586
GW230811_032116,31.0417,67.939453,34.003586
GW230811_032116,31.0417,68.027344,34.003586
GW230811_032116,31.0417,68.115234,34.003586
GW230811_032116,31.0417,68.203125,34.003586
GW230811_032116,31.0417,68.291016,34.003586
GW230811_032116,31.0417,68.378906,34.003586
GW230811_032116,31.0417,68.466797,34.003586
GW230811_032116,31.0417,68.554688,34.003586
GW230811_032116,31.0417,68.642578,34.003586
GW230811_032116,31.0417,68.730469,34.003586
GW230811_032116,31.0417,68.818359,34.003586
GW230811_032116,31.0417,68.906250,34.003586
GW230811_032116,31.0417,68.994141,34.003586
GW230811_032116,31.0417,69.082031,34.003586
GW230811_032116,31.0417,69.169922,34.003586
GW230811_032116,31.0417,69.257812,34.003586
GW230811_032116,31.0417,69.345703,34.003586
GW230811_032116,31.0417,67.807617,33.958602
GW230811_032116,31.0417,67.895508,33.958602
GW230811_032116,31.0417,67.983398,33.958602
GW230811_032116,31.0417,68.071289,33.958602
GW230811_032116,31.0417,68.159180,33.958602
GW230811_032116,31.0417,68.247070,33.958602
GW230811_032116,31.0417,68.334961,33.958602
GW230811_032116,31.0417,68.422852,33.958602
GW230811_032116,31.0417,68.510742,33.958602
GW230811_032116,31.0417,68.598633,33.958602
GW230811_032116,31.0417,68.686523,33.958602
GW230811_032116,31.0417,68.774414,33.958602
GW230811_032116,31.0417,68.862305,33.958602
GW230811_032116,31.0417,68.950195,33.958602
GW230811_032116,31.0417,69.038086,33.958602
GW230811_032116,31.0417,69.125977,33.958602
GW230811_032116,31.0417,69.213867,33.958602
GW230811_032116,31.0417,69.301758,33.958602
GW230811_032116,31.0417,69.389648,33.958602
GW230811_032116,31.0417,67.851562,33.913641
GW230811_032116,31.0417,67.939453,33.913641
GW230811_032116,31.0417,68.027344,33.913641
GW230811_032116,31.0417,68.115234,33.913641
GW230811_032116,31.0417,68.203125,33.913641
GW230811_032116,31.0417,68.291016,33.913641
GW230811_032116,31.0417,68.378906,33.913641
GW230811_032116,31.0417,68.466797,33.913641
GW230811_032116,31.0417,68.554688,33.913641
GW230811_032116,31.0417,68.642578,33.913641
GW230811_032116,31.0417,68.730469,33.913641
GW230811_032116,31.0417,68.818359,33.913641
GW230811_032116,31.0417,68.906250,33.913641
GW230811_032116,31.0417,68.994141,33.913641
GW230811_032116,31.0417,69.082031,33.913641
GW230811_032116,31.0417,69.169922,33.913641
GW230811_032116,31.0417,69.257812,33.913641
GW230811_032116,31.0417,69.345703,33.913641
GW230811_032116,31.0417,69.433594,33.913641
GW230811_032116,31.0417,67.895508,33.868705
GW230811_032116,31.0417,67.983398,33.868705
GW230811_032116,31.0417,68.071289,33.868705
GW230811_032116,31.0417,68.159180,33.868705
GW230811_032116,31.0417,68.247070,33.868705
GW230811_032116,31.0417,68.334961,33.868705
GW230811_032116,31.0417,68.422852,33.868705
GW230811_032116,31.0417,68.510742,33.868705
GW230811_032116,31.0417,68.598633,33.868705
GW230811_032116,31.0417,68.686523,33.868705
GW230811_032116,31.0417,68.774414,33.868705
GW230811_032116,31.0417,68.862305,33.868705
GW230811_032116,31.0417,68.950195,33.868705
GW230811_032116,31.0417,69.038086,33.868705
GW230811_032116,31.0417,69.125977,33.868705
GW230811_032116,31.0417,69.213867,33.868705
GW230811_032116,31.0417,69.301758,33.868705
GW230811_032116,31.0417,69.389648,33.868705
GW230811_032116,31.0417,67.851562,33.823791
GW230811_032116,31.0417,67.939453,33.823791
GW230811_032116,31.0417,68.027344,33.823791
GW230811_032116,31.0417,68.115234,33.823791
GW230811_032116,31.0417,68.203125,33.823791
GW230811_032116,31.0417,68.291016,33.823791
GW230811_032116,31.0417,68.378906,33.823791
GW230811_032116,31.0417,68.466797,33.823791
GW230811_032116,31.0417,68.554688,33.823791
GW230811_032116,31.0417,68.642578,33.823791
GW230811_032116,31.0417,68.730469,33.823791
GW230811_032116,31.0417,68.818359,33.823791
GW230811_032116,31.0417,68.906250,33.823791
GW230811_032116,31.0417,68.994141,33.823791
GW230811_032116,31.0417,69.082031,33.823791
GW230811_032116,31.0417,69.169922,33.823791
GW230811_032116,31.0417,69.257812,33.823791
GW230811_032116,31.0417,69.345703,33.823791
GW230811_032116,31.0417,69.433594,33.823791
GW230811_032116,31.0417,67.807617,33.778902
GW230811_032116,31.0417,67.895508,33.778902
GW230811_032116,31.0417,67.983398,33.778902
GW230811_032116,31.0417,68.071289,33.778902
GW230811_032116,31.0417,68.159180,33.778902
GW230811_032116,31.0417,68.247070,33.778902
GW230811_032116,31.0417,68.334961,33.778902
GW230811_032116,31.0417,68.422852,33.778902
GW230811_032116,31.0417,68.510742,33.778902
GW230811_032116,31.0417,68.598633,33.778902
GW230811_032116,31.0417,68.686523,33.778902
GW230811_032116,31.0417,68.774414,33.778902
GW230811_032116,31.0417,68.862305,33.778902
GW230811_032116,31.0417,68.950195,33.778902
GW230811_032116,31.0417,69.038086,33.778902
GW230811_032116,31.0417,69.125977,33.778902
GW230811_032116,31.0417,69.213867,33.778902
GW230811_032116,31.0417,69.301758,33.778902
GW230811_032116,31.0417,69.389648,33.778902
GW230811_032116,31.0417,69.477539,33.778902
GW230811_032116,31.0417,67.763672,33.734036
GW230811_032116,31.0417,67.851562,33.734036
GW230811_032116,31.0417,67.939453,33.734036
GW230811_032116,31.0417,68.027344,33.734036
GW230811_032116,31.0417,68.115234,33.734036
GW230811_032116,31.0417,68.203125,33.734036
GW230811_032116,31.0417,68.291016,33.734036
GW230811_032116,31.0417,68.378906,33.734036
GW230811_032116,31.0417,68.466797,33.734036
GW230811_032116,31.0417,68.554688,33.734036
GW230811_032116,31.0417,68.642578,33.734036
GW230811_032116,31.0417,68.730469,33.734036
GW230811_032116,31.0417,68.818359,33.734036
GW230811_032116,31.0417,68.906250,33.734036
GW230811_032116,31.0417,68.994141,33.734036
GW230811_032116,31.0417,69.082031,33.734036
GW230811_032116,31.0417,69.169922,33.734036
GW230811_032116,31.0417,69.257812,33.734036
GW230811_032116,31.0417,69.345703,33.734036
GW230811_032116,31.0417,69.433594,33.734036
GW230811_032116,31.0417,67.719727,33.689193
GW230811_032116,31.0417,67.807617,33.689193
GW230811_032116,31.0417,67.895508,33.689193
GW230811_032116,31.0417,67.983398,33.689193
GW230811_032116,31.0417,68.071289,33.689193
GW230811_032116,31.0417,68.159180,33.689193
GW230811_032116,31.0417,68.247070,33.689193
GW230811_032116,31.0417,68.334961,33.689193
GW230811_032116,31.0417,68.422852,33.689193
GW230811_032116,31.0417,68.510742,33.689193
GW230811_032116,31.0417,68.598633,33.689193
GW230811_032116,31.0417,68.686523,33.689193
GW230811_032116,31.0417,68.774414,33.689193
GW230811_032116,31.0417,68.862305,33.689193
GW230811_032116,31.0417,68.950195,33.689193
GW230811_032116,31.0417,69.038086,33.689193
GW230811_032116,31.0417,69.125977,33.689193
GW230811_032116,31.0417,69.213867,33.689193
GW230811_032116,31.0417,69.301758,33.689193
GW230811_032116,31.0417,69.389648,33.689193
GW230811_032116,31.0417,69.477539,33.689193
GW230811_032116,31.0417,67.675781,33.644374
GW230811_032116,31.0417,67.763672,33.644374
GW230811_032116,31.0417,67.851562,33.644374
GW230811_032116,31.0417,67.939453,33.644374
GW230811_032116,31.0417,68.027344,33.644374
GW230811_032116,31.0417,68.115234,33.644374
GW230811_032116,31.0417,68.203125,33.644374
GW230811_032116,31.0417,68.291016,33.644374
GW230811_032116,31.0417,68.378906,33.644374
GW230811_032116,31.0417,68.466797,33.644374
GW230811_032116,31.0417,68.554688,33.644374
GW230811_032116,31.0417,68.642578,33.644374
GW230811_032116,31.0417,68.730469,33.644374
GW230811_032116,31.0417,68.818359,33.644374
GW230811_032116,31.0417,68.906250,33.644374
GW230811_032116,31.0417,68.994141,33.644374
GW230811_032116,31.0417,69.082031,33.644374
GW230811_032116,31.0417,69.169922,33.644374
GW230811_032116,31.0417,69.257812,33.644374
GW230811_032116,31.0417,69.345703,33.644374
GW230811_032116,31.0417,69.433594,33.644374
GW230811_032116,31.0417,69.521484,33.644374
GW230811_032116,31.0417,67.631836,33.599578
GW230811_032116,31.0417,67.719727,33.599578
GW230811_032116,31.0417,67.807617,33.599578
GW230811_032116,31.0417,67.895508,33.599578
GW230811_032116,31.0417,67.983398,33.599578
GW230811_032116,31.0417,68.071289,33.599578
GW230811_032116,31.0417,68.159180,33.599578
GW230811_032116,31.0417,68.247070,33.599578
GW230811_032116,31.0417,68.334961,33.599578
GW230811_032116,31.0417,68.422852,33.599578
GW230811_032116,31.0417,68.510742,33.599578
GW230811_032116,31.0417,68.598633,33.599578
GW230811_032116,31.0417,68.686523,33.599578
GW230811_032116,31.0417,68.774414,33.599578
GW230811_032116,31.0417,68.862305,33.599578
GW230811_032116,31.0417,68.950195,33.599578
GW230811_032116,31.0417,69.038086,33.599578
GW230811_032116,31.0417,69.125977,33.599578
GW230811_032116,31.0417,69.213867,33.599578
GW230811_032116,31.0417,69.301758,33.599578
GW230811_032116,31.0417,69.389648,33.599578
GW230811_032116,31.0417,69.477539,33.599578
GW230811_032116,31.0417,69.565430,33.599578
GW230811_032116,31.0417,67.587891,33.554806
GW230811_032116,31.0417,67.675781,33.554806
GW230811_032116,31.0417,67.763672,33.554806
GW230811_032116,31.0417,67.851562,33.554806
GW230811_032116,31.0417,67.939453,33.554806
GW230811_032116,31.0417,68.027344,33.554806
GW230811_032116,31.0417,68.115234,33.554806
GW230811_032116,31.0417,68.203125,33.554806
GW230811_032116,31.0417,68.291016,33.554806
GW230811_032116,31.0417,68.378906,33.554806
GW230811_032116,31.0417,68.466797,33.554806
GW230811_032116,31.0417,68.554688,33.554806
GW230811_032116,31.0417,68.642578,33.554806
GW230811_032116,31.0417,68.730469,33.554806
GW230811_032116,31.0417,68.818359,33.554806
GW230811_032116,31.0417,68.906250,33.554806
GW230811_032116,31.0417,68.994141,33.554806
GW230811_032116,31.0417,69.082031,33.554806
GW230811_032116,31.0417,69.169922,33.554806
GW230811_032116,31.0417,69.257812,33.554806
GW230811_032116,31.0417,69.345703,33.554806
GW230811_032116,31.0417,69.433594,33.554806
GW230811_032116,31.0417,69.521484,33.554806
GW230811_032116,31.0417,69.609375,33.554806
GW230811_032116,31.0417,67.543945,33.510056
GW230811_032116,31.0417,67.631836,33.510056
GW230811_032116,31.0417,67.719727,33.510056
GW230811_032116,31.0417,67.807617,33.510056
GW230811_032116,31.0417,67.895508,33.510056
GW230811_032116,31.0417,67.983398,33.510056
GW230811_032116,31.0417,68.071289,33.510056
GW230811_032116,31.0417,68.159180,33.510056
GW230811_032116,31.0417,68.247070,33.510056
GW230811_032116,31.0417,68.334961,33.510056
GW230811_032116,31.0417,68.422852,33.510056
GW230811_032116,31.0417,68.510742,33.510056
GW230811_032116,31.0417,68.598633,33.510056
GW230811_032116,31.0417,68.686523,33.510056
GW230811_032116,31.0417,68.774414,33.510056
GW230811_032116,31.0417,68.862305,33.510056
GW230811_032116,31.0417,68.950195,33.510056
GW230811_032116,31.0417,69.038086,33.510056
GW230811_032116,31.0417,69.125977,33.510056
GW230811_032116,31.0417,69.213867,33.510056
GW230811_032116,31.0417,69.301758,33.510056
GW230811_032116,31.0417,69.389648,33.510056
GW230811_032116,31.0417,69.477539,33.510056
GW230811_032116,31.0417,69.565430,33.510056
GW230811_032116,31.0417,69.653320,33.510056
GW230811_032116,31.0417,67.587891,33.465330
GW230811_032116,31.0417,67.675781,33.465330
GW230811_032116,31.0417,67.763672,33.465330
GW230811_032116,31.0417,67.851562,33.465330
GW230811_032116,31.0417,67.939453,33.465330
GW230811_032116,31.0417,68.027344,33.465330
GW230811_032116,31.0417,68.115234,33.465330
GW230811_032116,31.0417,68.203125,33.465330
GW230811_032116,31.0417,68.291016,33.465330
GW230811_032116,31.0417,68.378906,33.465330
GW230811_032116,31.0417,68.466797,33.465330
GW230811_032116,31.0417,68.554688,33.465330
GW230811_032116,31.0417,68.642578,33.465330
GW230811_032116,31.0417,68.730469,33.465330
GW230811_032116,31.0417,68.818359,33.465330
GW230811_032116,31.0417,68.906250,33.465330
GW230811_032116,31.0417,68.994141,33.465330
GW230811_032116,31.0417,69.082031,33.465330
GW230811_032116,31.0417,69.169922,33.465330
GW230811_032116,31.0417,69.257812,33.465330
GW230811_032116,31.0417,69.345703,33.465330
GW230811_032116,31.0417,69.433594,33.465330
GW230811_032116,31.0417,69.521484,33.465330
GW230811_032116,31.0417,69.609375,33.465330
GW230811_032116,31.0417,69.697266,33.465330
GW230811_032116,31.0417,67.631836,33.420627
GW230811_032116,31.0417,67.719727,33.420627
GW230811_032116,31.0417,67.807617,33.420627
GW230811_032116,31.0417,67.895508,33.420627
GW230811_032116,31.0417,67.983398,33.420627
GW230811_032116,31.0417,68.071289,33.420627
GW230811_032116,31.0417,68.159180,33.420627
GW230811_032116,31.0417,68.247070,33.420627
GW230811_032116,31.0417,68.334961,33.420627
GW230811_032116,31.0417,68.422852,33.420627
GW230811_032116,31.0417,68.510742,33.420627
GW230811_032116,31.0417,68.598633,33.420627
GW230811_032116,31.0417,68.686523,33.420627
GW230811_032116,31.0417,68.774414,33.420627
GW230811_032116,31.0417,68.862305,33.420627
GW230811_032116,31.0417,68.950195,33.420627
GW230811_032116,31.0417,69.038086,33.420627
GW230811_032116,31.0417,69.125977,33.420627
GW230811_032116,31.0417,69.213867,33.420627
GW230811_032116,31.0417,69.301758,33.420627
GW230811_032116,31.0417,69.389648,33.420627
GW230811_032116,31.0417,69.477539,33.420627
GW230811_032116,31.0417,69.565430,33.420627
GW230811_032116,31.0417,69.653320,33.420627
GW230811_032116,31.0417,67.675781,33.375946
GW230811_032116,31.0417,67.763672,33.375946
GW230811_032116,31.0417,67.851562,33.375946
GW230811_032116,31.0417,67.939453,33.375946
GW230811_032116,31.0417,68.027344,33.375946
