run_label,event_name,rank_in_event,votes,radius_arcmin,ra,dec,srvmap,blob_id,predicted_theta_arcmin,smoothing_sigma_px
unsmoothed,GW200208_130117,56,8026.99951171875,17.0,140.5932971361903,-31.819823039572093,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,57,8023.99951171875,18.666666666666668,140.8207190045787,-32.065285245848315,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,58,8019.0,17.0,140.5519296661052,-31.859110220763966,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,59,8008.99951171875,18.666666666666668,140.7985094564099,-31.984405529808093,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,60,8008.00048828125,18.666666666666668,140.57248090667784,-31.724436662662576,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,61,8004.99951171875,18.666666666666668,140.86025168792176,-32.0770551069437,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,62,8004.9990234375,17.0,140.58699511835445,-31.941024888877468,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,63,7998.0,18.666666666666668,140.83046859821172,-32.01738538505966,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,64,7992.99951171875,18.666666666666668,140.89270019892223,-32.13668538599271,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,65,7988.0,18.666666666666668,140.75147440800257,-31.99381365476854,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,66,7982.0,18.666666666666668,140.76828357551602,-32.06698082664305,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,67,7979.99951171875,18.666666666666668,140.70003095302036,-31.969908639395673,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,68,7979.99951171875,18.666666666666668,140.62463525273537,-31.716155760879705,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,69,7979.99951171875,18.666666666666668,140.58238495215033,-31.6809961386417,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,70,7973.00048828125,18.666666666666668,140.66498217823275,-31.993606578022966,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,71,7965.9990234375,18.666666666666668,140.84507183323615,-32.112794603558584,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,72,7963.99951171875,18.666666666666668,140.70374686970422,-32.04766524938746,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,73,7961.00048828125,18.666666666666668,140.75321784681577,-31.933780129414036,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,74,7959.99853515625,18.666666666666668,140.55530350249634,-31.81462285930851,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,75,7955.0,18.666666666666668,140.66525388635682,-31.821338005567334,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,76,7949.0,18.666666666666668,140.53366577089815,-31.75591540837889,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,77,7944.00048828125,18.666666666666668,140.6542833022168,-31.783659964405096,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,78,7942.00048828125,18.666666666666668,140.64517630316976,-31.88489010681993,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,79,7934.9990234375,18.666666666666668,140.7136367508449,-31.91308583174142,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,80,7934.0,15.333333333333334,141.34129580181312,-32.032963155572524,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,81,7931.0009765625,15.333333333333334,141.3340583207882,-32.071768310951285,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,82,7923.9990234375,15.333333333333334,141.3796714133169,-32.012335635655376,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,83,7923.0,15.333333333333334,141.32368894343557,-31.990501398459482,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,84,7921.9990234375,18.666666666666668,140.6193816203087,-31.914040430729845,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,85,7918.9990234375,15.333333333333334,141.34153617967976,-31.94405333468692,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,86,7884.99951171875,15.333333333333334,141.38042047998192,-31.89120046225336,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,87,7835.00048828125,17.0,140.66257303907454,-31.52570913120583,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,88,7834.00048828125,17.0,141.34605516186738,-32.060809226173916,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,89,7819.99951171875,17.0,141.34287820546473,-32.01742396796003,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,90,7817.00048828125,17.0,141.35935399358422,-31.974290337906346,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,91,7792.0009765625,17.0,141.3097181925368,-32.11257191388671,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,92,7778.0,15.333333333333334,141.41052560769361,-31.812663159052608,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,93,7770.99951171875,17.0,141.38812361156715,-31.900188787842474,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,94,7767.99951171875,17.0,141.43373408062465,-31.992999427254436,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,95,7747.00048828125,18.666666666666668,141.36111827041415,-32.099900176787564,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,96,7731.0,18.666666666666668,141.34507346471537,-32.04190297225121,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,97,7710.9990234375,18.666666666666668,141.3796714133169,-32.012335635655376,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,98,7709.9990234375,18.666666666666668,141.3960164233757,-31.975864103239612,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,99,7706.00048828125,18.666666666666668,141.4200410292304,-32.02839675328145,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,100,7689.99951171875,18.666666666666668,141.34611834435893,-31.981900656208968,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,101,7687.00048828125,18.666666666666668,141.29389354101335,-32.1168084988552,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,102,7636.99951171875,18.666666666666668,141.42068280457636,-31.910595576801178,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,103,7632.9990234375,15.333333333333334,140.7576187462859,-31.42577677881842,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,104,7613.0,15.333333333333334,140.87907779390054,-31.44662290930621,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,105,7598.9990234375,15.333333333333334,140.82885720358948,-31.399410407072995,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,106,7581.0,15.333333333333334,141.31241285412398,-31.929799205721572,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,107,7553.0,15.333333333333334,140.93850786487332,-31.41588666400091,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,108,7553.0,15.333333333333334,141.02050332095482,-32.07286911903554,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,109,7537.9990234375,15.333333333333334,141.0189310252558,-32.02282964509972,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,110,7508.99951171875,18.666666666666668,140.7592885650321,-31.4513256620231,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,111,7490.9990234375,17.0,140.8350634574795,-31.379329135656878,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,112,7483.00048828125,18.666666666666668,141.53885871666242,-31.888649906628974,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,113,7482.99951171875,18.666666666666668,141.2599655802082,-32.05729804386254,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,114,7475.0,15.333333333333334,141.41075979403598,-31.813764721153873,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,115,7472.0009765625,17.0,141.3289849637612,-31.97066864249649,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,116,7448.00048828125,15.333333333333334,141.42988073355673,-31.58837581826274,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,117,7446.99951171875,17.0,141.48926941733154,-31.712467822460674,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,118,7442.0009765625,17.0,140.89748950540042,-31.37525685145354,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,119,7441.0,17.0,141.53743407437887,-31.724139032801688,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,120,7440.9990234375,17.0,141.38774337701147,-31.89972177305457,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,121,7436.0009765625,17.0,140.9851626991626,-32.068982848033244,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,122,7415.99951171875,17.0,140.94919062572848,-32.03395544662324,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,123,7411.0,15.333333333333334,140.88740749652592,-31.981819666557158,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,124,7396.99951171875,17.0,141.438260179661,-31.874452134494675,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,125,7388.99951171875,15.333333333333334,141.44160252196068,-31.72878339351431,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,126,7374.0,17.0,141.4256800071737,-31.837976789779674,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,127,7368.99951171875,18.666666666666668,141.34494016449378,-31.981535601519685,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,128,7364.9990234375,15.333333333333334,141.37751144825037,-31.521028393165285,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,129,7346.9990234375,18.666666666666668,141.53604336007098,-31.729680653508144,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,130,7340.99951171875,17.0,141.4518629464534,-31.60087009886049,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,131,7340.99951171875,18.666666666666668,140.96758517167692,-32.09315640171967,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,132,7340.0,18.666666666666668,140.9419071672014,-32.067182124123455,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,133,7325.0,18.666666666666668,141.41809500740575,-31.91034902379561,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,134,7318.99951171875,17.0,141.50199243258032,-31.56589492434299,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,135,7314.0,17.0,141.46196582758955,-31.762906502851877,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,136,7311.99951171875,18.666666666666668,141.51991023430477,-31.673921393301953,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,137,7311.9990234375,17.0,141.01031301886178,-31.349386788209912,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,138,7294.0,15.333333333333334,141.42600247175557,-31.612319509585568,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,139,7293.9990234375,18.666666666666668,141.4586819151223,-31.850774002611047,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,140,7292.99951171875,15.333333333333334,141.41349235790517,-31.57695040625436,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,141,7271.99951171875,17.0,141.47910014998357,-31.710376501804767,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,142,7268.0,18.666666666666668,141.5088780690158,-31.627110096671068,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,143,7267.99951171875,15.333333333333334,141.19228601523918,-31.404698573794857,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,144,7263.99951171875,17.0,141.52799731303617,-31.734004417560257,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,145,7252.99951171875,18.666666666666668,140.96724248680815,-31.342156638252217,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,146,7238.9990234375,17.0,141.49084480738816,-31.651263771302116,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,147,7234.0,18.666666666666668,141.54198997292926,-31.59525517221459,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,148,7233.0,17.0,141.4122969158563,-31.46699552606356,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,149,7226.99951171875,15.333333333333334,141.28175933416233,-31.450064344977395,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,150,7226.99853515625,15.333333333333334,141.32143124050148,-31.478359978419697,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,151,7224.99951171875,18.666666666666668,141.483733082117,-31.565680637480394,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,152,7222.99951171875,18.666666666666668,140.82274083692948,-32.000738729288734,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,153,7220.99951171875,15.333333333333334,141.36385146825407,-31.51215775419507,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,154,7201.998046875,17.0,141.4543967195397,-31.597401667127162,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,155,7193.0,17.0,141.52821942979574,-31.47060192065304,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,156,7189.99951171875,18.666666666666668,141.51839482481154,-31.714159513381176,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,157,7189.9990234375,17.0,141.13460453482753,-31.313246597840426,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,158,7188.00048828125,18.666666666666668,141.01027422551712,-31.27045511498855,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,159,7178.99951171875,18.666666666666668,141.59965009394713,-31.578110597139002,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,160,7177.99951171875,17.0,141.50230240544693,-31.579924810445004,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,161,7174.99951171875,18.666666666666668,141.51871672199567,-31.670800910836828,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,162,7172.0,15.333333333333334,141.37395202794943,-31.434178862806085,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,163,7168.0,15.333333333333334,141.26545657067174,-31.37059467712866,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,164,7163.99951171875,17.0,141.46423054660826,-31.39648399929371,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,165,7152.0,18.666666666666668,141.49177252071732,-31.467955574828917,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,166,7147.99951171875,18.666666666666668,141.41501140292308,-31.46035940568507,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,167,7140.99951171875,18.666666666666668,141.37387999172566,-31.42649400368493,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,168,7140.0,18.666666666666668,141.51773420576154,-31.62746379830263,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,169,7136.9990234375,17.0,141.28111628330893,-31.41783486659424,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,170,7130.00048828125,15.333333333333334,140.83129859286046,-31.453973467885916,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,171,7129.99951171875,17.0,141.2305735188798,-31.36411747944766,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,172,7122.0,17.0,141.31279971779847,-31.438472508036508,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,173,7117.9990234375,17.0,141.39222530771187,-31.497253549193363,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,174,7116.99951171875,15.333333333333334,140.88780969815852,-31.432693289963947,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,175,7110.99853515625,17.0,141.40161259198473,-31.448187636353552,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,176,7110.0,18.666666666666668,141.41634937592752,-31.37811391358161,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,177,7108.0,15.333333333333334,140.88750509686471,-31.38710665777355,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,178,7104.99951171875,15.333333333333334,141.16092908958714,-31.39025041538014,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,179,7102.99951171875,15.333333333333334,140.95096975233687,-31.403712870098115,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,180,7095.9990234375,18.666666666666668,141.4838398897243,-31.571342805499757,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,181,7088.0,18.666666666666668,141.18604853600502,-31.350314710905423,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,182,7084.99951171875,15.333333333333334,141.02535049007219,-31.397110011890035,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,183,7082.00048828125,15.333333333333334,140.96385932002204,-31.348332996804164,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,184,7079.99951171875,18.666666666666668,141.50007667731396,-31.538830474806446,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,185,7074.998046875,17.0,141.3651180320305,-31.38540326553646,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,186,7073.0,18.666666666666668,141.4438088366349,-31.53087664327083,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,187,7062.99951171875,18.666666666666668,141.26959775585274,-31.36242313681881,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,188,7062.99951171875,17.0,141.24575342171204,-31.30806868887839,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,189,7054.99951171875,18.666666666666668,141.29227997399926,-31.38987208744044,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,190,7052.0,18.666666666666668,141.37113779776146,-31.424218190243188,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,191,7047.99951171875,15.333333333333334,141.03729832655603,-31.32169664814725,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,192,7047.0,18.666666666666668,141.40540259068683,-31.44256781552805,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,193,7045.99951171875,17.0,140.85137243168532,-31.372045887360038,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,194,7044.0,17.0,140.83139875699473,-31.449528244813504,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,195,7041.99951171875,18.666666666666668,141.4231731630373,-31.481188908307125,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,196,7041.0,18.666666666666668,141.33028545319416,-31.401514968364722,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,197,7036.99951171875,18.666666666666668,141.49199722338008,-31.46892975402028,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,198,7031.0,18.666666666666668,141.45246876812712,-31.449579525697597,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,199,7028.99951171875,17.0,140.9308495621171,-31.3700336929121,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,200,7023.9990234375,18.666666666666668,141.2616476163806,-31.28916711357371,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,201,7002.0,17.0,141.00810586579627,-31.349035684145818,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,202,6999.99951171875,18.666666666666668,141.40126452940396,-31.370371932404854,139123,0,17.065216606592152,
unsmoothed,GW200208_130117,203,6997.99951171875,17.0,141.1405890025416,-31.36438527925034,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,204,6994.9990234375,18.666666666666668,141.2708219415494,-31.288400222122434,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,205,6983.99951171875,17.0,141.0274777937743,-31.29263818107446,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,206,6982.00048828125,18.666666666666668,140.83823061498214,-31.37738103919023,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,207,6980.99951171875,17.0,141.12585031283888,-31.318587597511037,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,208,6971.99951171875,17.0,141.07665781916236,-31.305622767400695,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,209,6969.00048828125,18.666666666666668,140.84946163241167,-31.340883552603255,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,210,6967.0,18.666666666666668,140.89044878878053,-31.371591049169805,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,211,6965.0,17.0,141.06997378607417,-31.380008400785265,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,212,6947.00048828125,18.666666666666668,141.17813626654686,-31.306006763051307,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,213,6947.0,18.666666666666668,140.86856122349877,-31.301181879737985,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,214,6946.0,18.666666666666668,140.96790337647,-31.341727291040186,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,215,6940.0,18.666666666666668,141.0153635637247,-31.31246120694065,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,216,6927.0,18.666666666666668,140.92381140581153,-31.273193135122256,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,217,6923.9990234375,18.666666666666668,141.00712457680743,-31.270084045112366,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,218,6917.99951171875,18.666666666666668,141.1080054359789,-31.299423170998594,143123,0,17.065216606592152,
unsmoothed,GW200208_130117,219,2759.999755859375,15.333333333333334,139.93741491789214,-36.11949062010214,140126,0,17.065216606592152,
unsmoothed,GW200208_130117,220,2744.0,15.333333333333334,139.36605984972368,-35.496710381968306,140126,0,17.065216606592152,
unsmoothed,GW200208_130117,221,2743.99951171875,15.333333333333334,139.87423457402446,-36.06166341339848,140126,0,17.065216606592152,
unsmoothed,GW200208_130117,222,2742.99951171875,15.333333333333334,139.86344281050629,-35.94387375686345,140126,0,17.065216606592152,
unsmoothed,GW200208_130117,223,2741.999267578125,15.333333333333334,139.82226229511502,-35.94715334103517,140126,0,17.065216606592152,
unsmoothed,GW200208_130117,224,2741.0,15.333333333333334,139.36773057130392,-35.45782785956604,140126,0,17.065216606592152,
